Name,Tx,Ty,Tz,R11,R12,R13,R21,R22,R23,R31,R32,R33
img_609,0.0022,-0.028068,0.318486,0,0.646157,0.763205,0.998572,0.040777,-0.034523,-0.053428,0.762114,-0.645234
img_610,-0.012129,-0.025408,0.318486,0.499286,0.579977,0.643693,0.864788,-0.287765,-0.4115,-0.053428,0.762114,-0.645234
img_611,-0.023208,-0.015939,0.318486,0.864788,0.358392,0.351704,0.499286,-0.5392,-0.678216,-0.053428,0.762114,-0.645234
img_612,-0.022484,0.019575,0.318335,-0.977584,-0.152979,0.144664,0,0.687085,0.726577,-0.210548,0.71029,-0.671683
img_613,-0.009684,0.028195,0.318335,-0.846612,0.211059,0.488571,0.488792,0.671523,0.556902,-0.210548,0.71029,-0.671683
img_614,0.00571,0.02926,0.318335,-0.488792,0.518543,0.701566,0.846612,0.476026,0.238006,-0.210548,0.71029,-0.671683
img_615,0.019575,0.022484,0.318335,0,0.687085,0.726577,0.977584,0.152979,-0.144664,-0.210548,0.71029,-0.671683
img_616,0.028195,0.009684,0.318335,0.488792,0.671523,0.556902,0.846612,-0.211059,-0.488571,-0.210548,0.71029,-0.671683
img_617,0.02926,-0.00571,0.318335,0.846612,0.476026,0.238006,0.488792,-0.518543,-0.701566,-0.210548,0.71029,-0.671683
img_618,0.015219,0.001998,0.319359,-0.99561,-0.071475,0.060435,0,0.645669,0.763617,-0.0936,0.760265,-0.642835
img_619,0.014179,-0.00588,0.319359,-0.862223,0.260936,0.434147,0.497805,0.594903,0.631094,-0.0936,0.760265,-0.642835
img_620,0.00934,-0.012181,0.319359,-0.497805,0.523429,0.691529,0.862223,0.384734,0.32947,-0.0936,0.760265,-0.642835
img_621,0.001998,-0.015219,0.319359,0,0.645669,0.763617,0.99561,0.071475,-0.060435,-0.0936,0.760265,-0.642835
img_622,-0.00588,-0.014179,0.319359,0.497805,0.594903,0.631094,0.862223,-0.260936,-0.434147,-0.0936,0.760265,-0.642835
img_623,-0.012181,-0.00934,0.319359,0.862223,0.384734,0.32947,0.497805,-0.523429,-0.691529,-0.0936,0.760265,-0.642835
img_624,-0.002174,0.004329,0.319691,-0.989043,-0.112023,0.096144,0,0.651277,0.75884,-0.147624,0.750526,-0.644141
img_625,0.000282,0.004836,0.319691,-0.856537,0.228623,0.462684,0.494522,0.620034,0.609103,-0.147624,0.750526,-0.644141
img_626,0.002662,0.004047,0.319691,-0.494522,0.508011,0.705247,0.856537,0.422653,0.296157,-0.147624,0.750526,-0.644141
img_627,0.004329,0.002174,0.319691,0,0.651277,0.75884,0.989043,0.112023,-0.096144,-0.147624,0.750526,-0.644141
img_628,0.004836,-0.000282,0.319691,0.494522,0.620034,0.609103,0.856537,-0.228623,-0.462684,-0.147624,0.750526,-0.644141
img_629,0.004047,-0.002662,0.319691,0.856537,0.422653,0.296157,0.494522,-0.508011,-0.705247,-0.147624,0.750526,-0.644141
img_630,-0.039068,-0.000952,0.31733,-0.965392,-0.200714,0.166529,0,0.638526,0.7696,-0.260803,0.742966,-0.616428
img_631,-0.03431,0.01871,0.31733,-0.836054,0.14544,0.529019,0.482696,0.653337,0.583229,-0.260803,0.742966,-0.616428
img_632,-0.020359,0.033358,0.31733,-0.482696,0.452623,0.749758,0.836054,0.493086,0.240581,-0.260803,0.742966,-0.616428
img_633,-0.000952,0.039068,0.31733,0,0.638526,0.7696,0.965392,0.200714,-0.166529,-0.260803,0.742966,-0.616428
img_634,0.01871,0.03431,0.31733,0.482696,0.653337,0.583229,0.836054,-0.14544,-0.529019,-0.260803,0.742966,-0.616428
img_635,0.033358,0.020359,0.31733,0.836054,0.493086,0.240581,0.482696,-0.452623,-0.749758,-0.260803,0.742966,-0.616428
img_636,-0.028216,-0.002245,0.318472,-0.973729,-0.175837,0.144681,0,0.635378,0.772202,-0.227709,0.751915,-0.618686
img_637,-0.025558,0.012164,0.318472,-0.843274,0.165409,0.511398,0.486865,0.638172,0.596405,-0.227709,0.751915,-0.618686
img_638,-0.016052,0.023313,0.318472,-0.486865,0.462335,0.741087,0.843274,0.469969,0.260803,-0.227709,0.751915,-0.618686
img_639,-0.002245,0.028216,0.318472,0,0.635378,0.772202,0.973729,0.175837,-0.144681,-0.227709,0.751915,-0.618686
img_640,0.012164,0.025558,0.318472,0.486865,0.638172,0.596405,0.843274,-0.165409,-0.511398,-0.227709,0.751915,-0.618686
img_641,0.023313,0.016052,0.318472,0.843274,0.469969,0.260803,0.486865,-0.462335,-0.741087,-0.227709,0.751915,-0.618686
img_642,0.015767,-0.016139,0.318931,-0.995758,-0.073548,0.055285,0,0.600864,0.799352,-0.092009,0.795961,-0.598315
img_643,0.005585,-0.02186,0.318931,-0.862352,0.236738,0.447554,0.497879,0.557137,0.664616,-0.092009,0.795961,-0.598315
img_644,-0.006093,-0.021724,0.318931,-0.497879,0.483589,0.719901,0.862352,0.364126,0.351798,-0.092009,0.795961,-0.598315
img_645,-0.016139,-0.015767,0.318931,0,0.600864,0.799352,0.995758,0.073548,-0.055285,-0.092009,0.795961,-0.598315
img_646,-0.02186,-0.005585,0.318931,0.497879,0.557137,0.664616,0.862352,-0.236738,-0.447554,-0.092009,0.795961,-0.598315
img_647,-0.021724,0.006093,0.318931,0.862352,0.364126,0.351798,0.497879,-0.483589,-0.719901,-0.092009,0.795961,-0.598315
img_648,-0.009029,-0.002479,0.319591,-0.985652,-0.13042,0.107149,0,0.634806,0.772672,-0.168791,0.761585,-0.625698
img_649,-0.009059,0.002368,0.319591,-0.8536,0.204456,0.47913,0.492826,0.614968,0.615579,-0.168791,0.761585,-0.625698
img_650,-0.006661,0.00658,0.319591,-0.492826,0.484548,0.722728,0.8536,0.43035,0.293542,-0.168791,0.761585,-0.625698
img_651,-0.002479,0.009029,0.319591,0,0.634806,0.772672,0.985652,0.13042,-0.107149,-0.168791,0.761585,-0.625698
img_652,0.002368,0.009059,0.319591,0.492826,0.614968,0.615579,0.8536,-0.204456,-0.47913,-0.168791,0.761585,-0.625698
img_653,0.00658,0.006661,0.319591,0.8536,0.43035,0.293542,0.492826,-0.484548,-0.722728,-0.168791,0.761585,-0.625698
img_654,-0.034368,-0.013651,0.317582,-0.96909,-0.196034,0.149785,0,0.607134,0.7946,-0.246708,0.770038,-0.588367
img_655,-0.036589,0.005362,0.317582,-0.839256,0.133796,0.527017,0.484545,0.62381,0.613251,-0.246708,0.770038,-0.588367
img_656,-0.029006,0.022938,0.317582,-0.484545,0.427776,0.763036,0.839256,0.473337,0.267582,-0.246708,0.770038,-0.588367
img_657,-0.013651,0.034368,0.317582,0,0.607134,0.7946,0.96909,0.196034,-0.149785,-0.246708,0.770038,-0.588367
img_658,0.005362,0.036589,0.317582,0.484545,0.62381,0.613251,0.839256,-0.133796,-0.527017,-0.246708,0.770038,-0.588367
img_659,0.022938,0.029006,0.317582,0.839256,0.473337,0.267582,0.484545,-0.427776,-0.763036,-0.246708,0.770038,-0.588367
img_660,0.00821,0.017521,0.319142,-0.993297,-0.084499,0.078872,0,0.682348,0.731028,-0.11559,0.726128,-0.677774
img_661,0.015871,0.011069,0.319142,-0.86022,0.267995,0.433819,0.496649,0.63318,0.593653,-0.11559,0.726128,-0.677774
img_662,0.019279,0.001651,0.319142,-0.496649,0.548681,0.672525,0.86022,0.414352,0.297209,-0.11559,0.726128,-0.677774
img_663,0.017521,-0.00821,0.319142,0,0.682348,0.731028,0.993297,0.084499,-0.078872,-0.11559,0.726128,-0.677774
img_664,0.011069,-0.015871,0.319142,0.496649,0.63318,0.593653,0.86022,-0.267995,-0.433819,-0.11559,0.726128,-0.677774
img_665,0.001651,-0.019279,0.319142,0.86022,0.414352,0.297209,0.496649,-0.548681,-0.672525,-0.11559,0.726128,-0.677774
img_666,-0.02058,0.002895,0.319052,-0.978903,-0.155652,0.132369,0,0.647831,0.761784,-0.204326,0.745712,-0.634164
img_667,-0.016376,0.012797,0.319052,-0.847755,0.189117,0.495527,0.489451,0.638864,0.59354,-0.204326,0.745712,-0.634164
img_668,-0.007783,0.01927,0.319052,-0.489451,0.483212,0.725908,0.847755,0.458714,0.266257,-0.204326,0.745712,-0.634164
img_669,0.002895,0.02058,0.319052,0,0.647831,0.761784,0.978903,0.155652,-0.132369,-0.204326,0.745712,-0.634164
img_670,0.012797,0.016376,0.319052,0.489451,0.638864,0.59354,0.847755,-0.189117,-0.495527,-0.204326,0.745712,-0.634164
img_671,0.01927,0.007783,0.319052,0.847755,0.458714,0.266257,0.489451,-0.483212,-0.725908,-0.204326,0.745712,-0.634164
img_672,-0.001973,0.000737,0.319721,-0.989138,-0.112621,0.094459,0,0.642624,0.766182,-0.14699,0.757859,-0.635644
img_673,-0.00134,0.001625,0.319721,-0.856619,0.223779,0.464895,0.494569,0.612839,0.616303,-0.14699,0.757859,-0.635644
img_674,-0.000348,0.002077,0.319721,-0.494569,0.500218,0.710762,0.856619,0.418845,0.301287,-0.14699,0.757859,-0.635644
img_675,0.000737,0.001973,0.319721,0,0.642624,0.766182,0.989138,0.112621,-0.094459,-0.14699,0.757859,-0.635644
img_676,0.001625,0.00134,0.319721,0.494569,0.612839,0.616303,0.856619,-0.223779,-0.464895,-0.14699,0.757859,-0.635644
img_677,0.002077,0.000348,0.319721,0.856619,0.418845,0.301287,0.494569,-0.500218,-0.710762,-0.14699,0.757859,-0.635644
img_678,0.028597,-0.005845,0.318393,-0.998659,-0.040356,0.032442,0,0.626554,0.779378,-0.051779,0.778333,-0.625713
img_679,0.021843,-0.01936,0.318393,-0.864864,0.278328,0.417785,0.499329,0.562789,0.65874,-0.051779,0.778333,-0.625713
img_680,0.009237,-0.027688,0.318393,-0.499329,0.522434,0.691183,0.864864,0.348226,0.361593,-0.051779,0.778333,-0.625713
img_681,-0.005845,-0.028597,0.318393,0,0.626554,0.779378,0.998659,0.040356,-0.032442,-0.051779,0.778333,-0.625713
img_682,-0.01936,-0.021843,0.318393,0.499329,0.562789,0.65874,0.864864,-0.278328,-0.417785,-0.051779,0.778333,-0.625713
img_683,-0.027688,-0.009237,0.318393,0.864864,0.348226,0.361593,0.499329,-0.522434,-0.691183,-0.051779,0.778333,-0.625713
img_684,0.027178,0.013067,0.318302,-0.998416,-0.041669,0.03781,0,0.671982,0.740567,-0.056267,0.739394,-0.670918
img_685,0.03007,-0.002272,0.318302,-0.864653,0.299904,0.403028,0.499208,0.602788,0.622445,-0.056267,0.739394,-0.670918
img_686,0.024905,-0.017003,0.318302,-0.499208,0.561119,0.660255,0.864653,0.372078,0.337539,-0.056267,0.739394,-0.670918
img_687,0.013067,-0.027178,0.318302,0,0.671982,0.740567,0.998416,0.041669,-0.03781,-0.056267,0.739394,-0.670918
img_688,-0.002272,-0.03007,0.318302,0.499208,0.602788,0.622445,0.864653,-0.299904,-0.403028,-0.056267,0.739394,-0.670918
img_689,-0.017003,-0.024905,0.318302,0.864653,0.372078,0.337539,0.499208,-0.561119,-0.660255,-0.056267,0.739394,-0.670918
img_690,0.00024,-0.015863,0.319334,-0.990107,-0.112087,0.084407,0,0.60156,0.798827,-0.140314,0.790925,-0.595609
img_691,-0.007724,-0.013858,0.319334,-0.857458,0.20371,0.472513,0.495054,0.57701,0.649601,-0.140314,0.790925,-0.595609
img_692,-0.013618,-0.008139,0.319334,-0.495054,0.464923,0.734008,0.857458,0.39785,0.326315,-0.140314,0.790925,-0.595609
img_693,-0.015863,-0.00024,0.319334,0,0.60156,0.798827,0.990107,0.112087,-0.084407,-0.140314,0.790925,-0.595609
img_694,-0.013858,0.007724,0.319334,0.495054,0.57701,0.649601,0.857458,-0.20371,-0.472513,-0.140314,0.790925,-0.595609
img_695,-0.008139,0.013618,0.319334,0.857458,0.39785,0.326315,0.495054,-0.464923,-0.734008,-0.140314,0.790925,-0.595609
img_696,0.014345,0.003798,0.319383,-0.995349,-0.073204,0.062615,0,0.650003,0.759932,-0.09633,0.756398,-0.64698
img_697,0.014322,-0.003883,0.319383,-0.861998,0.261605,0.434192,0.497675,0.599521,0.626813,-0.09633,0.756398,-0.64698
img_698,0.010462,-0.010524,0.319383,-0.497675,0.526317,0.689427,0.861998,0.388398,0.32574,-0.09633,0.756398,-0.64698
img_699,0.003798,-0.014345,0.319383,0,0.650003,0.759932,0.995349,0.073204,-0.062615,-0.09633,0.756398,-0.64698
img_700,-0.003883,-0.014322,0.319383,0.497675,0.599521,0.626813,0.861998,-0.261605,-0.434192,-0.09633,0.756398,-0.64698
img_701,-0.010524,-0.010462,0.319383,0.861998,0.388398,0.32574,0.497675,-0.526317,-0.689427,-0.09633,0.756398,-0.64698
img_702,0.012125,-0.002226,0.31949,-0.994657,-0.079717,0.065601,0,0.635424,0.772163,-0.103239,0.768037,-0.632029
img_703,0.009388,-0.00799,0.31949,-0.861398,0.248675,0.442893,0.497328,0.590152,0.635913,-0.103239,0.768037,-0.632029
img_704,0.004135,-0.011614,0.31949,-0.497328,0.510435,0.701513,0.861398,0.386749,0.32927,-0.103239,0.768037,-0.632029
img_705,-0.002226,-0.012125,0.31949,0,0.635424,0.772163,0.994657,0.079717,-0.065601,-0.103239,0.768037,-0.632029
img_706,-0.00799,-0.009388,0.31949,0.497328,0.590152,0.635913,0.861398,-0.248675,-0.442893,-0.103239,0.768037,-0.632029
img_707,-0.011614,-0.004135,0.31949,0.861398,0.386749,0.32927,0.497328,-0.510435,-0.701513,-0.103239,0.768037,-0.632029
img_708,0.009763,-0.010702,0.319399,-0.993859,-0.087292,0.067996,0,0.614515,0.788905,-0.11065,0.784061,-0.610742
img_709,0.003104,-0.01415,0.319399,-0.860708,0.23166,0.453339,0.49693,0.575832,0.649214,-0.11065,0.784061,-0.610742
img_710,-0.004387,-0.013806,0.319399,-0.49693,0.48854,0.71721,0.860708,0.382855,0.335566,-0.11065,0.784061,-0.610742
img_711,-0.010702,-0.009763,0.319399,0,0.614515,0.788905,0.993859,0.087292,-0.067996,-0.11065,0.784061,-0.610742
img_712,-0.01415,-0.003104,0.319399,0.49693,0.575832,0.649214,0.860708,-0.23166,-0.453339,-0.11065,0.784061,-0.610742
img_713,-0.013806,0.004387,0.319399,0.860708,0.382855,0.335566,0.49693,-0.48854,-0.71721,-0.11065,0.784061,-0.610742
img_714,-0.03451,0.002655,0.317849,-0.969034,-0.188227,0.159825,0,0.647253,0.762275,-0.246928,0.73867,-0.62721
img_715,-0.028559,0.019554,0.317849,-0.839208,0.160617,0.51955,0.484517,0.654651,0.580237,-0.246928,0.73867,-0.62721
img_716,-0.014956,0.031214,0.317849,-0.484517,0.466424,0.740062,0.839208,0.486636,0.242725,-0.246928,0.73867,-0.62721
img_717,0.002655,0.03451,0.317849,0,0.647253,0.762275,0.969034,0.188227,-0.159825,-0.246928,0.73867,-0.62721
img_718,0.019554,0.028559,0.317849,0.484517,0.654651,0.580237,0.839208,-0.160617,-0.51955,-0.246928,0.73867,-0.62721
img_719,0.031214,0.014956,0.317849,0.839208,0.486636,0.242725,0.484517,-0.466424,-0.740062,-0.246928,0.73867,-0.62721
img_720,-0.016557,-0.015225,0.318936,-0.98136,-0.153283,0.115916,0,0.603171,0.797612,-0.192178,0.782745,-0.591928
img_721,-0.021951,-0.004907,0.318936,-0.849883,0.168838,0.499192,0.49068,0.599003,0.632794,-0.192178,0.782745,-0.591928
img_722,-0.021464,0.006726,0.318936,-0.49068,0.44572,0.74871,0.849883,0.434333,0.29842,-0.192178,0.782745,-0.591928
img_723,-0.015225,0.016557,0.318936,0,0.603171,0.797612,0.98136,0.153283,-0.115916,-0.192178,0.782745,-0.591928
img_724,-0.004907,0.021951,0.318936,0.49068,0.599003,0.632794,0.849883,-0.168838,-0.499192,-0.192178,0.782745,-0.591928
img_725,0.006726,0.021464,0.318936,0.849883,0.434333,0.29842,0.49068,-0.44572,-0.74871,-0.192178,0.782745,-0.591928
img_726,0.028068,0.0022,0.318486,-0.998572,-0.040777,0.034523,0,0.646157,0.763205,-0.053428,0.762114,-0.645234
img_727,0.025408,-0.012129,0.318486,-0.864788,0.287765,0.4115,0.499286,0.579977,0.643693,-0.053428,0.762114,-0.645234
img_728,0.015939,-0.023208,0.318486,-0.499286,0.5392,0.678216,0.864788,0.358392,0.351704,-0.053428,0.762114,-0.645234
img_729,0.0022,-0.028068,0.318486,0,0.646157,0.763205,0.998572,0.040777,-0.034523,-0.053428,0.762114,-0.645234
img_730,-0.012129,-0.025408,0.318486,0.499286,0.579977,0.643693,0.864788,-0.287765,-0.4115,-0.053428,0.762114,-0.645234
img_731,-0.023208,-0.015939,0.318486,0.864788,0.358392,0.351704,0.499286,-0.5392,-0.678216,-0.053428,0.762114,-0.645234
img_732,-0.022484,0.019575,0.318335,-0.977584,-0.152979,0.144664,0,0.687085,0.726577,-0.210548,0.71029,-0.671683
img_733,-0.009684,0.028195,0.318335,-0.846612,0.211059,0.488571,0.488792,0.671523,0.556902,-0.210548,0.71029,-0.671683
img_734,0.00571,0.02926,0.318335,-0.488792,0.518543,0.701566,0.846612,0.476026,0.238006,-0.210548,0.71029,-0.671683
img_735,0.019575,0.022484,0.318335,0,0.687085,0.726577,0.977584,0.152979,-0.144664,-0.210548,0.71029,-0.671683
img_736,0.028195,0.009684,0.318335,0.488792,0.671523,0.556902,0.846612,-0.211059,-0.488571,-0.210548,0.71029,-0.671683
img_737,0.02926,-0.00571,0.318335,0.846612,0.476026,0.238006,0.488792,-0.518543,-0.701566,-0.210548,0.71029,-0.671683
img_738,0.015219,0.001998,0.319359,-0.99561,-0.071475,0.060435,0,0.645669,0.763617,-0.0936,0.760265,-0.642835
img_739,0.014179,-0.00588,0.319359,-0.862223,0.260936,0.434147,0.497805,0.594903,0.631094,-0.0936,0.760265,-0.642835
img_740,0.00934,-0.012181,0.319359,-0.497805,0.523429,0.691529,0.862223,0.384734,0.32947,-0.0936,0.760265,-0.642835
img_741,0.001998,-0.015219,0.319359,0,0.645669,0.763617,0.99561,0.071475,-0.060435,-0.0936,0.760265,-0.642835
img_742,-0.00588,-0.014179,0.319359,0.497805,0.594903,0.631094,0.862223,-0.260936,-0.434147,-0.0936,0.760265,-0.642835
img_743,-0.012181,-0.00934,0.319359,0.862223,0.384734,0.32947,0.497805,-0.523429,-0.691529,-0.0936,0.760265,-0.642835
img_744,-0.002174,0.004329,0.319691,-0.989043,-0.112023,0.096144,0,0.651277,0.75884,-0.147624,0.750526,-0.644141
img_745,0.000282,0.004836,0.319691,-0.856537,0.228623,0.462684,0.494522,0.620034,0.609103,-0.147624,0.750526,-0.644141
img_746,0.002662,0.004047,0.319691,-0.494522,0.508011,0.705247,0.856537,0.422653,0.296157,-0.147624,0.750526,-0.644141
img_747,0.004329,0.002174,0.319691,0,0.651277,0.75884,0.989043,0.112023,-0.096144,-0.147624,0.750526,-0.644141
img_748,0.004836,-0.000282,0.319691,0.494522,0.620034,0.609103,0.856537,-0.228623,-0.462684,-0.147624,0.750526,-0.644141
img_749,0.004047,-0.002662,0.319691,0.856537,0.422653,0.296157,0.494522,-0.508011,-0.705247,-0.147624,0.750526,-0.644141
img_750,-0.039068,-0.000952,0.31733,-0.965392,-0.200714,0.166529,0,0.638526,0.7696,-0.260803,0.742966,-0.616428
img_751,-0.03431,0.01871,0.31733,-0.836054,0.14544,0.529019,0.482696,0.653337,0.583229,-0.260803,0.742966,-0.616428
img_752,-0.020359,0.033358,0.31733,-0.482696,0.452623,0.749758,0.836054,0.493086,0.240581,-0.260803,0.742966,-0.616428
img_753,-0.000952,0.039068,0.31733,0,0.638526,0.7696,0.965392,0.200714,-0.166529,-0.260803,0.742966,-0.616428
img_754,0.01871,0.03431,0.31733,0.482696,0.653337,0.583229,0.836054,-0.14544,-0.529019,-0.260803,0.742966,-0.616428
img_755,0.033358,0.020359,0.31733,0.836054,0.493086,0.240581,0.482696,-0.452623,-0.749758,-0.260803,0.742966,-0.616428
img_756,-0.028216,-0.002245,0.318472,-0.973729,-0.175837,0.144681,0,0.635378,0.772202,-0.227709,0.751915,-0.618686
img_757,-0.025558,0.012164,0.318472,-0.843274,0.165409,0.511398,0.486865,0.638172,0.596405,-0.227709,0.751915,-0.618686
img_758,-0.016052,0.023313,0.318472,-0.486865,0.462335,0.741087,0.843274,0.469969,0.260803,-0.227709,0.751915,-0.618686
img_759,-0.002245,0.028216,0.318472,0,0.635378,0.772202,0.973729,0.175837,-0.144681,-0.227709,0.751915,-0.618686
img_760,0.012164,0.025558,0.318472,0.486865,0.638172,0.596405,0.843274,-0.165409,-0.511398,-0.227709,0.751915,-0.618686
img_761,0.023313,0.016052,0.318472,0.843274,0.469969,0.260803,0.486865,-0.462335,-0.741087,-0.227709,0.751915,-0.618686
img_762,0.015767,-0.016139,0.318931,-0.995758,-0.073548,0.055285,0,0.600864,0.799352,-0.092009,0.795961,-0.598315
img_763,0.005585,-0.02186,0.318931,-0.862352,0.236738,0.447554,0.497879,0.557137,0.664616,-0.092009,0.795961,-0.598315
img_764,-0.006093,-0.021724,0.318931,-0.497879,0.483589,0.719901,0.862352,0.364126,0.351798,-0.092009,0.795961,-0.598315
img_765,-0.016139,-0.015767,0.318931,0,0.600864,0.799352,0.995758,0.073548,-0.055285,-0.092009,0.795961,-0.598315
img_766,-0.02186,-0.005585,0.318931,0.497879,0.557137,0.664616,0.862352,-0.236738,-0.447554,-0.092009,0.795961,-0.598315
img_767,-0.021724,0.006093,0.318931,0.862352,0.364126,0.351798,0.497879,-0.483589,-0.719901,-0.092009,0.795961,-0.598315
img_768,-0.009029,-0.002479,0.319591,-0.985652,-0.13042,0.107149,0,0.634806,0.772672,-0.168791,0.761585,-0.625698
img_769,-0.009059,0.002368,0.319591,-0.8536,0.204456,0.47913,0.492826,0.614968,0.615579,-0.168791,0.761585,-0.625698
img_770,-0.006661,0.00658,0.319591,-0.492826,0.484548,0.722728,0.8536,0.43035,0.293542,-0.168791,0.761585,-0.625698
img_771,-0.002479,0.009029,0.319591,0,0.634806,0.772672,0.985652,0.13042,-0.107149,-0.168791,0.761585,-0.625698
img_772,0.002368,0.009059,0.319591,0.492826,0.614968,0.615579,0.8536,-0.204456,-0.47913,-0.168791,0.761585,-0.625698
img_773,0.00658,0.006661,0.319591,0.8536,0.43035,0.293542,0.492826,-0.484548,-0.722728,-0.168791,0.761585,-0.625698
img_774,-0.034368,-0.013651,0.317582,-0.96909,-0.196034,0.149785,0,0.607134,0.7946,-0.246708,0.770038,-0.588367
img_775,-0.036589,0.005362,0.317582,-0.839256,0.133796,0.527017,0.484545,0.62381,0.613251,-0.246708,0.770038,-0.588367
img_776,-0.029006,0.022938,0.317582,-0.484545,0.427776,0.763036,0.839256,0.473337,0.267582,-0.246708,0.770038,-0.588367
img_777,-0.013651,0.034368,0.317582,0,0.607134,0.7946,0.96909,0.196034,-0.149785,-0.246708,0.770038,-0.588367
img_778,0.005362,0.036589,0.317582,0.484545,0.62381,0.613251,0.839256,-0.133796,-0.527017,-0.246708,0.770038,-0.588367
img_779,0.022938,0.029006,0.317582,0.839256,0.473337,0.267582,0.484545,-0.427776,-0.763036,-0.246708,0.770038,-0.588367
img_780,0.00821,0.017521,0.319142,-0.993297,-0.084499,0.078872,0,0.682348,0.731028,-0.11559,0.726128,-0.677774
img_781,0.015871,0.011069,0.319142,-0.86022,0.267995,0.433819,0.496649,0.63318,0.593653,-0.11559,0.726128,-0.677774
img_782,0.019279,0.001651,0.319142,-0.496649,0.548681,0.672525,0.86022,0.414352,0.297209,-0.11559,0.726128,-0.677774
img_783,0.017521,-0.00821,0.319142,0,0.682348,0.731028,0.993297,0.084499,-0.078872,-0.11559,0.726128,-0.677774
img_784,0.011069,-0.015871,0.319142,0.496649,0.63318,0.593653,0.86022,-0.267995,-0.433819,-0.11559,0.726128,-0.677774
img_785,0.001651,-0.019279,0.319142,0.86022,0.414352,0.297209,0.496649,-0.548681,-0.672525,-0.11559,0.726128,-0.677774
img_786,-0.02058,0.002895,0.319052,-0.978903,-0.155652,0.132369,0,0.647831,0.761784,-0.204326,0.745712,-0.634164
img_787,-0.016376,0.012797,0.319052,-0.847755,0.189117,0.495527,0.489451,0.638864,0.59354,-0.204326,0.745712,-0.634164
img_788,-0.007783,0.01927,0.319052,-0.489451,0.483212,0.725908,0.847755,0.458714,0.266257,-0.204326,0.745712,-0.634164
img_789,0.002895,0.02058,0.319052,0,0.647831,0.761784,0.978903,0.155652,-0.132369,-0.204326,0.745712,-0.634164
img_790,0.012797,0.016376,0.319052,0.489451,0.638864,0.59354,0.847755,-0.189117,-0.495527,-0.204326,0.745712,-0.634164
img_791,0.01927,0.007783,0.319052,0.847755,0.458714,0.266257,0.489451,-0.483212,-0.725908,-0.204326,0.745712,-0.634164
img_792,-0.001973,0.000737,0.319721,-0.989138,-0.112621,0.094459,0,0.642624,0.766182,-0.14699,0.757859,-0.635644
img_793,-0.00134,0.001625,0.319721,-0.856619,0.223779,0.464895,0.494569,0.612839,0.616303,-0.14699,0.757859,-0.635644
img_794,-0.000348,0.002077,0.319721,-0.494569,0.500218,0.710762,0.856619,0.418845,0.301287,-0.14699,0.757859,-0.635644
img_795,0.000737,0.001973,0.319721,0,0.642624,0.766182,0.989138,0.112621,-0.094459,-0.14699,0.757859,-0.635644
img_796,0.001625,0.00134,0.319721,0.494569,0.612839,0.616303,0.856619,-0.223779,-0.464895,-0.14699,0.757859,-0.635644
img_797,0.002077,0.000348,0.319721,0.856619,0.418845,0.301287,0.494569,-0.500218,-0.710762,-0.14699,0.757859,-0.635644
img_798,0.028597,-0.005845,0.318393,-0.998659,-0.040356,0.032442,0,0.626554,0.779378,-0.051779,0.778333,-0.625713
img_799,0.021843,-0.01936,0.318393,-0.864864,0.278328,0.417785,0.499329,0.562789,0.65874,-0.051779,0.778333,-0.625713
img_800,0.009237,-0.027688,0.318393,-0.499329,0.522434,0.691183,0.864864,0.348226,0.361593,-0.051779,0.778333,-0.625713
img_801,-0.005845,-0.028597,0.318393,0,0.626554,0.779378,0.998659,0.040356,-0.032442,-0.051779,0.778333,-0.625713
img_802,-0.01936,-0.021843,0.318393,0.499329,0.562789,0.65874,0.864864,-0.278328,-0.417785,-0.051779,0.778333,-0.625713
img_803,-0.027688,-0.009237,0.318393,0.864864,0.348226,0.361593,0.499329,-0.522434,-0.691183,-0.051779,0.778333,-0.625713
img_804,0.027178,0.013067,0.318302,-0.998416,-0.041669,0.03781,0,0.671982,0.740567,-0.056267,0.739394,-0.670918
img_805,0.03007,-0.002272,0.318302,-0.864653,0.299904,0.403028,0.499208,0.602788,0.622445,-0.056267,0.739394,-0.670918
img_806,0.024905,-0.017003,0.318302,-0.499208,0.561119,0.660255,0.864653,0.372078,0.337539,-0.056267,0.739394,-0.670918
img_807,0.013067,-0.027178,0.318302,0,0.671982,0.740567,0.998416,0.041669,-0.03781,-0.056267,0.739394,-0.670918
img_808,-0.002272,-0.03007,0.318302,0.499208,0.602788,0.622445,0.864653,-0.299904,-0.403028,-0.056267,0.739394,-0.670918
img_809,-0.017003,-0.024905,0.318302,0.864653,0.372078,0.337539,0.499208,-0.561119,-0.660255,-0.056267,0.739394,-0.670918
img_810,0.00024,-0.015863,0.319334,-0.990107,-0.112087,0.084407,0,0.60156,0.798827,-0.140314,0.790925,-0.595609
img_811,-0.007724,-0.013858,0.319334,-0.857458,0.20371,0.472513,0.495054,0.57701,0.649601,-0.140314,0.790925,-0.595609
img_812,-0.013618,-0.008139,0.319334,-0.495054,0.464923,0.734008,0.857458,0.39785,0.326315,-0.140314,0.790925,-0.595609
img_813,-0.015863,-0.00024,0.319334,0,0.60156,0.798827,0.990107,0.112087,-0.084407,-0.140314,0.790925,-0.595609
img_814,-0.013858,0.007724,0.319334,0.495054,0.57701,0.649601,0.857458,-0.20371,-0.472513,-0.140314,0.790925,-0.595609
